MEC_CO_ENTIDADE,MEC_CO_UF,MEC_CO_MUNICIPIO,MEC_NO_ENTIDADE,MEC_NU_ANO_CENSO,MEC_TP_SITUACAO_FUNCIONAMENTO,MEC_TP_DEPENDENCIA,MEC_TP_LOCALIZACAO,MEC_TP_LOCALIZACAO_DIFERENCIADA,MEC_TP_CATEGORIA_ESCOLA_PRIVADA,MEC_DT_ANO_LETIVO_INICIO,MEC_DT_ANO_LETIVO_TERMINO,MEC_IN_REGULAR,MEC_IN_EJA,MEC_IN_PROFISSIONALIZANTE,MEC_IN_ESPECIAL_EXCLUSIVA,MEC_IN_COMUM_CRECHE,MEC_IN_COMUM_PRE,MEC_IN_COMUM_FUND_AI,MEC_IN_COMUM_FUND_AF,MEC_IN_COMUM_MEDIO_MEDIO,MEC_IN_COMUM_MEDIO_INTEGRADO,MEC_IN_COMUM_MEDIO_NORMAL
52083284,52,5211206,ESC MUL CORDERINHOS DO SENHOR,2018,4,3,1,,,,,,,,,,,,,,,
52083292,52,5211206,ESC MUL CORDEIRINHOS DO SENHOR,2018,4,3,1,,,,,,,,,,,,,,,
52083306,52,5211206,ESC MUL CORDEIRINHOS DO SENHOR,2018,4,3,1,,,,,,,,,,,,,,,
52083470,52,5203302,ESCOLA INFANTIL EDUCANDARIO NOVO NASCIMENTO,2018,4,4,1,,,,,,,,,,,,,,,
52083497,52,5201108,COL PRE UNIVERSITARIO MAXI,2018,4,4,1,,,,,,,,,,,,,,,
52083500,52,5217104,ESCOLA FONTE DO SABER,2018,4,4,1,,,,,,,,,,,,,,,
52083683,52,5215702,COLEGIO NOVO MILENIO,2018,4,4,1,,,,,,,,,,,,,,,
52083713,52,5218607,ESCOLA RAIO DE LUZ,2018,4,4,1,,,,,,,,,,,,,,,
52083748,52,5209101,COL INSTRUCAO TEEN,2018,4,4,1,,,,,,,,,,,,,,,
52085511,52,5201108,COLEGIO PREVEST,2018,4,4,1,,,,,,,,,,,,,,,
52086356,52,5204706,ESC MUL JOAO PEREIRA LISBOA,2018,4,3,2,,,,,,,,,,,,,,,
52086500,52,5205109,ESCOLA PAROQUIAL SAO BERNARDINO DE SIENA,2018,4,4,1,,,,,,,,,,,,,,,
52086518,52,5219308,SOCIEDADE EDUC BRAZ EVANGELISTA LTDA COLEGIO LOGOS,2018,4,4,1,,,,,,,,,,,,,,,
52087450,52,5208707,COLEGIO SIGMA BRASIL,2018,4,4,1,,,,,,,,,,,,,,,
52087514,52,5208707,COLEGIO APRENDIZ LTDA,2018,4,4,1,,,,,,,,,,,,,,,
52088286,52,5210406,COLEGIO INTERACAO,2018,4,4,1,,,,,,,,,,,,,,,
52088464,52,5217708,COLEGIO EVOLUCAO,2018,4,4,1,,,,,,,,,,,,,,,
52088588,52,5218805,ESC MUL DE EDUCACAO INFANTIL VILA RENOVACAO,2018,4,3,1,,,,,,,,,,,,,,,
52088600,52,5211008,ESC MUL NILSON MAMOEL DA SILVA,2018,4,3,2,,,,,,,,,,,,,,,
52088634,52,5206305,ESCOLA INTERATIVA,2018,4,4,1,,,,,,,,,,,,,,,
52088685,52,5218904,ESCOLA CAMINHO DO SABER,2018,4,4,1,,,,,,,,,,,,,,,
52088693,52,5218904,ESCOLA INFANTIL CHAPEUZINHO VERMELHO,2018,4,4,1,,,,,,,,,,,,,,,
52088898,52,5219753,ESC MUL DE ENSINO FUNDAMENTAL RUI BARBOSA,2018,4,3,1,,,,,,,,,,,,,,,
52004406,52,5212956,ESC MUL ULISSES GUIMARAES,2018,4,3,2,,,,,,,,,,,,,,,
52004473,52,5219258,ESCOLA MUNICIPAL GUANABARA,2018,4,3,2,,,,,,,,,,,,,,,
52005208,52,5203401,ESC MUL EMBRATEL,2018,4,3,2,,,,,,,,,,,,,,,
52005267,52,5203401,ESC MUL SERRA NEGRA,2018,4,3,2,,,,,,,,,,,,,,,
52005461,52,5207105,ESC MUL VEREADOR BELMIRO DE MORAIS,2018,4,3,2,,,,,,,,,,,,,,,
52006450,52,5204706,ESC MUL DONA GERCINA,2018,4,3,2,,,,,,,,,,,,,,,
52006581,52,5204706,ESC MUL D PEDRO II,2018,4,3,2,,,,,,,,,,,,,,,
52006590,52,5204706,ESC MUL NOSSA SENHORA DA GUIA,2018,4,3,2,,,,,,,,,,,,,,,
52006654,52,5204953,ESC MUL AURELIANO RIBEIRO CAMELO,2018,4,3,1,,,,,,,,,,,,,,,
52006662,52,5204953,ESC MUL LEANDRO NUNES MANSO,2018,4,3,1,,,,,,,,,,,,,,,
52006697,52,5204953,ESC MUL ASSEMBLEIA DE DEUS,2018,4,3,1,,,,,,,,,,,,,,,
52006735,52,5204953,ESCOLA MUNICIPAL CAMINHO DO SABER,2018,4,3,1,,,,,,,,,,,,,,,
52007138,52,5200829,ESC MUL BEIRA RIO,2018,4,3,2,,,,,,,,,,,,,,,
52007189,52,5212808,ESC MUL CAJAS,2018,4,3,2,,,,,,,,,,,,,,,
52007227,52,5212808,ESC MUL ENGENHO DAGUA,2018,4,3,2,,,,,,,,,,,,,,,
52007260,52,5200829,ESC MUL JOAO ARAUJO,2018,4,3,2,,,,,,,,,,,,,,,
52007413,52,5200829,ESC MUL SAO JOAQUIM,2018,4,3,2,,,,,,,,,,,,,,,
52007421,52,5200829,ESC MUL SAO JOSE,2018,4,3,2,,,,,,,,,,,,,,,
52007537,52,5200829,ESC MUL FLORES,2018,4,3,2,,,,,,,,,,,,,,,
52007561,52,5200829,ESC MUL ZEBULANDIA,2018,4,3,2,,,,,,,,,,,,,,,
52007600,52,5212808,ESC MUL CARROCEL,2018,4,3,1,,,,,,,,,,,,,,,
52007685,52,5213087,EDUCANDARIO EVANGELICO GONCALVES DIAS,2018,4,2,1,,,,,,,,,,,,,,,
52008495,52,5214101,ESCOLA MUNICIPAL CONRADA NAVARRO DE ABREU,2018,4,3,2,,,,,,,,,,,,,,,
52024504,52,5211404,ESCOLA MUNICIPAL MAMEDES BARBOSA,2018,4,3,2,,,,,,,,,,,,,,,
52026744,52,5205703,ESC MUL DE CARMOLANDIA,2018,4,3,2,,,,,,,,,,,,,,,
52085708,52,5201405,ESCOLA PARALELO LTDA,2018,4,4,1,,,,,,,,,,,,,,,
52085775,52,5207535,ESCOLA JJ LTDA,2018,4,4,1,,,,,,,,,,,,,,,
52085899,52,5219753,ESC MUL MULTIGRADUADA OLVALDO CRUZ,2018,4,3,2,,,,,,,,,,,,,,,
52079015,52,5217609,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAGRADO CORACAO DE JESUS,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079023,52,5212501,COLEGIO ESTADUAL PADRE JOSE BAZZON,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52079031,52,5201405,COLEGIO ESTADUAL ELMAR ARANTES CABRAL,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52079058,52,5201702,CMEI SAO JUDAS TADEU,2018,1,3,1,0,,05/02/2018,19/12/2018,1,0,0,0,1,0,0,0,0,0,0
52079074,52,5217104,CRECHE MUL LAR DAS CRIANCAS,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,0,0,0,0,0,0
52079082,52,5217104,CRECHE CAMP 2,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079090,52,5217104,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL TIA EMILIA,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079112,52,5217708,CRECHE TIA MARRY,2018,1,3,1,0,,18/01/2018,19/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079139,52,5204508,CENTRO DE EDUCACAO INFANTIL RAIO DE SOL,2018,1,4,1,0,4,15/01/2018,14/12/2018,1,0,0,0,1,0,0,0,0,0,0
52079147,52,5204508,CENTRO DE EDUCACAO INFANTIL SANTA ANA,2018,1,4,1,0,4,22/01/2018,14/12/2018,1,0,0,0,1,0,0,0,0,0,0
52079163,52,5204508,ESCOLA ARCO IRIS,2018,1,4,1,0,1,15/02/2018,14/12/2018,1,0,0,0,1,1,1,1,0,0,0
52079198,52,5201108,ESCOLA MUNICIPAL AYRTON SENNA DA SILVA,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52079201,52,5201108,ESCOLA CAMINHO FELIZ,2018,1,4,1,0,1,22/01/2018,17/12/2018,1,0,0,0,1,1,1,0,0,0,0
52079210,52,5201405,COLEGIO ESTADUAL JOAO BARBOSA REIS,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52043355,52,5200100,ESC MUL SAO JERONIMO,2018,2,3,2,,,,,,,,,,,,,,,
52053369,52,5213103,INSTITUTO PRESBITERIANO REVERENDO EUDOXIO MENDES,2018,3,4,1,,,,,,,,,,,,,,,
52096017,52,5208707,COLEGIO MOISES SANTANA,2018,3,4,1,,,,,,,,,,,,,,,
52079945,52,5208707,CMEI CRISTIANO EMIDIO MARTINS,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079961,52,5208707,CENTRO DE AP ED COM JESUS CRISTO E HUMILDADE,2018,1,4,1,0,4,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079970,52,5208707,CMEI GOIANIA VIVA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52079988,52,5208707,EDUCANDARIO AFRANIO DE AZEVEDO,2018,1,4,1,0,4,23/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080005,52,5208707,CMEI SANTA LUZIA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080021,52,5208707,CMEI TIA JOVITA,2018,1,3,1,0,,23/01/2018,20/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080080,52,5208707,ESCOLINHA E BERCARIO SONHO INFANTIL,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080099,52,5208707,CRECHE LUIGINA,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080102,52,5208707,IPEC - INSTITUTO PEDAGOGICO DE EDUCACAO E CULTURA,2018,1,4,1,0,1,17/01/2018,15/12/2018,1,0,0,0,1,1,1,0,0,0,0
52080110,52,5208707,PRIMEIRA INFANCIA COMUNIDADE EDUCACIONAL LTDA,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,1,1,1,1,1,0,0
52080129,52,5208707,CENTRO EDUCACIONAL BRINQUEDO DE CRIANCA,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080137,52,5208707,ESCOLA LUZ DO SABER,2018,1,4,1,0,1,22/01/2018,13/12/2018,1,0,0,0,1,1,1,0,0,0,0
52080234,52,5208707,CRECHE ESPIRITA MARIA DOLORES,2018,1,4,1,0,4,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52080277,52,5208707,CRECHE CAETANO FOGLIA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52041964,52,5218300,ESCOLA MUNICIPAL ANTONIO AMARAL,2018,2,3,2,,,,,,,,,,,,,,,
52093590,52,5213707,ESCOLA MUNICIPAL MARIA RAIMUNDA GOMES DO NASCIMENTO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52093603,52,5213707,CEMEI PROFESSORA LEIDMAR MACHADO LOPES ROMA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52093611,52,5210406,CENTRO MUNICIPAL DE ENSINO INFANTIL SAO FRANCISCO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52093620,52,5210406,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SANTA CLARA,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,1,1,0,0,0,0,0
52093689,52,5206206,ESCOLA MUNICIPAL PAROQUIAL SAO JOSE,2018,1,3,1,0,,29/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52093697,52,5206206,CRECHE COMUNITARIA HIPOLITA TERESA ERANCI,2018,1,4,1,0,4,29/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52093719,52,5212501,COLEGIO SANTA TEREZINHA,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,0,0,0,0,1,0,0
52093727,52,5215231,COLEGIO EVANGELICO RECANTO DO CEU,2018,1,4,1,0,1,05/02/2018,18/12/2018,1,0,0,0,1,1,1,1,1,0,0
52093735,52,5215231,ESCOLA MUNICIPAL RACHEL DE QUEIROZ,2018,1,3,1,0,,19/02/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52093743,52,5204508,CENTRO DE EDUCACAO INFANTIL MEIMEI,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,1,0,0,0,0,0
52093751,52,5213806,ESCOLA MUNICIPAL JOSE CANDIDO DA SILVA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52093808,52,5218003,COLEGIO NEO OBJETIVO,2018,1,4,1,0,1,23/01/2018,08/12/2018,1,0,0,0,0,1,1,1,1,0,0
52093816,52,5218805,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PRINCIPIO DO SABER,2018,1,3,1,0,,15/01/2018,18/12/2018,1,0,0,0,0,1,1,0,0,0,0
52093832,52,5218805,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ENEDINA MACIEL,2018,1,3,1,0,,15/01/2018,18/12/2018,1,0,0,0,0,1,0,0,0,0,0
52076156,52,5208707,COLEGIO BIOMEDICO,2018,3,4,1,,,,,,,,,,,,,,,
52094499,52,5201108,ESCOLA PRESBITERIANA ORVALHO DO HERMOM,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52094502,52,5205109,COLEGIO VERATZ - INSTITUTO DE EDUCACAO ABV LTDA,2018,1,4,1,0,1,29/01/2018,14/12/2018,1,0,0,0,1,1,1,1,1,0,0
52094510,52,5204003,ESC MUN LAIS INACIO FERREIRA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52094529,52,5222203,ESCOLA MUNICIPAL ARNALDO SETTI,2018,1,3,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,0,0,0
52094537,52,5211800,ESCOLA MUNICIPAL AFFONSINA DE FREITAS,2018,1,3,1,0,,22/01/2018,22/12/2018,1,0,0,0,0,1,1,0,0,0,0
52094545,52,5219209,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFª Mª EMILIA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,0,0,0,0,0
52094561,52,5205208,ESCOLA MUNICIPAL NIVALDO ANGELO DA SILVA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52094570,52,5204508,CENTRO MUNICIPAL DE EDUC INFANTIL CELINA PALMERSTON,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,1,0,0,0,0,0
52094588,52,5204508,CMEI MARCIA HELENA DOS SANTOS,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,1,0,0,0,0,0
52094596,52,5204508,CENTRO MUN DE EDUC INFANTIL VO DINA E VOVO JOAO,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,0,1,0,0,0,0,0
52094618,52,5204508,CENTRO DE EDUC MUN INF BRENO PAULO R DA FONSECA,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,0,1,0,0,0,0,0
52094626,52,5221858,ESCOLA MUNICIPAL ARMINDA MATTOS,2018,1,3,1,0,,05/02/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52094634,52,5221858,ESCOLA MUNICIPAL AVELINO JOVE DE ABREU,2018,1,3,1,0,,05/02/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52094677,52,5212105,ESCOLA MUNICIPAL PROFESSORA ADELIA AUGUSTA DE OLIVEIRA,2018,1,3,1,0,,29/01/2018,14/12/2018,1,1,0,0,0,0,0,1,0,0,0
52038750,52,5209705,ESC MUL ANTONIO JOAQUIM CARDOSO,2018,2,3,2,,,,,,,,,,,,,,,
52093050,52,5208707,COLEGIO RENASCER,2018,3,4,1,,,,,,,,,,,,,,,
52092968,52,5208707,COLEGIO MERITO,2018,3,4,1,,,,,,,,,,,,,,,
52095312,52,5201405,SOCIEDADE VIDA E ESPERANCA SOVESP,2018,1,4,1,0,4,10/01/2018,20/12/2018,1,0,0,0,1,1,0,0,0,0,0
52095355,52,5221908,CENTRO MUNICIPAL DE EDUCACAO INTANTIL MARIA ISABEL ARANTES,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,0,0,0,0,0
52095363,52,5215702,CENTRO MUNICIPAL DE EDUCACAO INFANTIL VALERIA JAIME PEIXOTO PERILLO,2018,1,3,1,3,,08/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52095371,52,5215306,CRECHE MUNICIPAL JOSE RIBEIRO DE OLIVEIRA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52095380,52,5210901,CENTRO EDUC INFANTIL NOSSA SENHORA APARECIDA,2018,1,3,1,0,,22/01/2018,31/12/2018,1,0,0,0,1,0,0,0,0,0,0
52095398,52,5221577,COLEGIO ESTADUAL PEREIRA MAIA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52095401,52,5221197,CENTRO MUNICIPAL DE EDUCACAO INFANTIL VOVO ZE CARLOS,2018,1,3,1,0,,22/01/2018,18/12/2018,1,0,0,0,0,1,0,0,0,0,0
52095410,52,5217302,CRECHE CRIANCA CIDADA,2018,1,3,1,0,,01/02/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52095428,52,5205513,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PAULO FREIRE,2018,1,3,1,0,,22/01/2018,19/12/2018,1,0,0,0,0,1,0,0,0,0,0
52095444,52,5201108,ESCOLA EDUCAR,2018,1,4,1,0,1,23/01/2018,10/12/2018,1,0,0,0,0,0,0,1,0,0,0
52095452,52,5201108,ESCOLA LUZ DO SABER,2018,1,4,1,0,1,22/01/2018,18/12/2018,1,0,0,0,1,1,1,0,0,0,0
52095460,52,5201108,CENTRO MUNICIPAL DE EDUCACAO INFANTIL GRACINDA MARIA DA SILVA,2018,1,3,1,0,,09/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52095479,52,5201108,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MAURA HELENA DE OLIVEIRA SIMOES,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52095495,52,5200175,ESCOLA MUNICIPAL ANTONIO DE SALES MONTEIRO -TONHO DO ROLA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52065332,52,5205109,ESCOLA PAROQUIAL SAO BERNARDINO DE SIENA,2018,3,4,1,,,,,,,,,,,,,,,
52092593,52,5208707,COLEGIO CAMPUS BUENO LTDA,2018,3,4,1,,,,,,,,,,,,,,,
52096173,52,5201405,ESCOLA MUNICIPAL EURIPEDES MENEZES,2018,1,3,1,0,,18/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52096190,52,5204854,CEMEI TEREZINHA GERMANO MARTINS,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,1,1,0,0,0,0,0
52096203,52,5201108,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ARNALDO STECKELBERG,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52096211,52,5201108,CENTRO DE EDUCACAO INFANTIL BETESDA ESPERANCA,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52096220,52,5201108,ESCOLA MUNICIPAL JOAO BEZE,2018,1,3,1,0,,24/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52096238,52,5210562,CRECHE MUNICIPAL ANISIO PROCOPIO DE OLIVEIRA,2018,1,3,1,0,,01/02/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52096254,52,5214051,COLEGIO ESTADUAL PROFESSORA IVANIA MARIA FERRASSOLI,2018,1,2,2,1,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52096270,52,5214705,CMEI CENTRO MUNICIPAL DE EDUCACAO INFANTIL GOTINHA DO SABER,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52096289,52,5205000,ESCOLA LETRA VIVA,2018,1,4,1,0,1,17/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52096297,52,5221858,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEMEANDO O SABER,2018,1,3,1,0,,05/02/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52096319,52,5208707,EDUCANDARIO MENTES BRILHANTES,2018,1,4,1,0,1,22/01/2018,14/12/2018,1,0,0,0,1,1,1,1,0,0,0
52096327,52,5212006,CRECHE MUNICIPAL FRANCISCA MORAES,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52096343,52,5201108,FUNDACAO TEUTO BRASILEIRO - CENTRO EDUCACAO INFANTIL WALTERCI DE MELO,2018,1,4,1,0,4,26/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52096360,52,5218508,CENTRO DE CIENCIAS CULTURA E TECNOLOGIA SAO JOSE,2018,1,4,1,0,1,29/01/2018,28/06/2019,0,0,1,0,0,0,0,0,0,0,0
52038670,52,5209200,COLEGIO LUMACAF,2018,3,4,1,,,,,,,,,,,,,,,
52041212,52,5208301,PRE ESC COSME E DAMIAO,2018,3,3,2,,,,,,,,,,,,,,,
52206351,52,5221403,ESCOLA INFANTIL PEQUENO PRINCIPE,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52209350,52,5212204,CENTRO EDUCACIONAL MUNICIPAL INFANTIL PROFESSORA CLAUDIA MARIA BARROS ROCHA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52210359,52,5205109,CENTRO DE EDUCACAO PROFISSIONAL AGUINALDO DE CAMPOS NETTO,2018,1,2,1,0,,15/01/2018,21/12/2018,0,0,1,0,0,0,0,0,0,0,0
52210367,52,5200803,ESCOLA MUNICIPAL PROFESSORA GUIOMAR DE SOUZA SANTANA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52210375,52,5210000,CRECHE MUNICIPAL VO JOVITA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52211355,52,5209101,INSTITUTO TECNOLOGICO DO ESTADO DE GOIAS JERONIMO CARLOS DO PRADO,2018,1,2,1,0,,22/01/2018,18/12/2018,0,0,1,0,0,0,0,0,0,0,0
52211371,52,5208707,COLEGIO ATLANTA LTDA,2018,1,4,1,0,1,22/01/2018,14/12/2018,1,0,0,0,0,0,1,1,1,0,0
52212351,52,5214861,CMEI MAILDES DIVINA DE SOUZA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,0,0,0,0,0,0
52212360,52,5208707,CMEI ALEGRIA DE APRENDER,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52212386,52,5201405,COLEGIO EXPRESSAO,2018,1,4,1,0,1,16/01/2018,30/11/2018,1,0,0,0,0,0,0,0,1,0,0
52213366,52,5208707,CEI ESPIRITA VOVO ISLENA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52214354,52,5208707,ESCOLA MUNICIPAL PROFESSORA MARIA NOSIDIA PALMEIRAS DAS NEVES,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,0,1,1,0,0,0
52098648,52,5201405,COLEGIO REGRA,2018,3,4,1,,,,,,,,,,,,,,,
52083314,52,5201108,CRECHE SAO PEDRO SAO PAULO,2018,3,4,1,,,,,,,,,,,,,,,
52214362,52,5208707,CMEI PADRE VITALIS,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52215350,52,5208707,CMEI PROFESSORA ALZIRA DE OLIVEIRA ALVES,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52085945,52,5205497,ESCOLA NOVA JERUSALEM LTDA - ESCOLA GENESIS,2018,4,4,1,,,,,,,,,,,,,,,
52085961,52,5215231,ESCOLA EVANGELICA PINGO DE GENTE,2018,4,4,1,,,,,,,,,,,,,,,
52086119,52,5212501,ESCOLA PRO - CAMPINHO,2018,4,4,1,,,,,,,,,,,,,,,
52046214,52,5208004,COLEGIO METROPOLITANO,2018,4,4,1,,,,,,,,,,,,,,,
52024423,52,5211404,ESCOLA MUNICIPAL SANTO AMARO,2018,4,3,2,,,,,,,,,,,,,,,
52032027,52,5201405,ESCOLA INSTITUTO ESPACO ABERTO,2018,4,4,1,,,,,,,,,,,,,,,
52007740,52,5213087,ESCOLA MUNICIPAL RURAL BEIRA RIO,2018,4,3,2,,,,,,,,,,,,,,,
52052559,52,5211909,ESCOLA MUNICIPAL DAVID FERREIRA,2018,4,3,1,,,,,,,,,,,,,,,
52028330,52,5200852,ESC MUL TEODOMIRO M DA ROCHA,2018,4,3,1,,,,,,,,,,,,,,,
52091597,52,5208004,COLEGIO ESTADUAL CIDADANIA EM ACAO,2018,4,2,1,,,,,,,,,,,,,,,
52076245,52,5201108,ASSOCIACAO DE ENSINO DE 1º GRAU SAO JOSE OPERARIO,2018,4,4,1,,,,,,,,,,,,,,,
52050335,52,5217302,ESC MUL JOSE FERREIRA DUARTE,2018,4,3,2,,,,,,,,,,,,,,,
52050602,52,5217302,ESC MUL SANTA MARIA DOS ANJOS,2018,4,3,2,,,,,,,,,,,,,,,
52023419,52,5210406,ESCOLA CORACAO IMACULADO DE MARIA,2018,4,4,1,,,,,,,,,,,,,,,
52087662,52,5221403,COLEGIO CLASSICO,2018,4,4,1,,,,,,,,,,,,,,,
52038726,52,5209200,ESC MUNICIPAL SAO VICENTE DE PAULO,2018,4,3,1,,,,,,,,,,,,,,,
52069842,52,5208707,ESCOLA ESTADUAL MARIA LUSIA DE OLIVEIRA,2018,4,2,1,,,,,,,,,,,,,,,
52046222,52,5208004,COLEGIO VAN GUALBERTO,2018,4,4,1,,,,,,,,,,,,,,,
52090710,52,5208004,CENTRO EDUCACAO INFANTIL RAIO DE SOL,2018,4,4,1,,,,,,,,,,,,,,,
52065944,52,5210109,COLEGIO ESTADUAL COMERCIAL DE IPAMERI,2018,4,2,1,,,,,,,,,,,,,,,
52050556,52,5217302,ESC MUL SIBIRINA,2018,4,3,2,,,,,,,,,,,,,,,
52231356,52,5201108,CENTRO DE EDUCACAO PROFISSIONAL INTEGRADO,2018,4,4,1,,,,,,,,,,,,,,,
52035999,52,5208707,ESC MUL BRASIL DI RAMOS CAIADO,2018,4,3,1,,,,,,,,,,,,,,,
52036073,52,5208707,ESC MUL DA IAIA CAMARA,2018,4,3,1,,,,,,,,,,,,,,,
